Erwerber,Jahr,Bezirk,"Median-Preis (gesamt, €)","Median-Preis (relativ, €)",Anzahl Transaktionen,Gesamt-Volumen (€),bez_num
Unternehmen,2019,23. Liesing ,950000,932.71,106,182526403.63,23
Unternehmen,2019,3. Landstraße ,5250000,7058.55,12,85784394,3
Unternehmen,2019,5. Margareten ,1600000,5298.01,1,1600000,5
Unternehmen,2019,9. Alsergrund ,3900000,7766.99,22,138622126,9
Privatpersonen,1987,1. Innere Stadt ,530511.7,1091.09,10,6148188.12,1
Privatpersonen,1987,10. Favoriten ,59955.09,91.48,35,2387650.93,10
Privatpersonen,1987,11. Simmering ,58138.27,77.19,41,3214500.1937,11
Privatpersonen,1987,12. Meidling ,76306.48,114.63,19,1756783.417,12
Privatpersonen,1987,13. Hietzing ,101742,174.41,49,7342885.763,13
Privatpersonen,1987,14. Penzing ,69039.2,98.32,79,6914384.895,14
Privatpersonen,1987,15. Rudolfsheim-Fünfhaus ,145345.7,242.2,24,4534893.07,15
Privatpersonen,1987,16. Ottakring ,83573.76,165.17,31,3602992.05,16
Privatpersonen,1987,17. Hernals ,72672.84,172.05,37,3735420.253,17
Privatpersonen,1987,18. Währing ,145345.7,236.75,41,7091112.944,18
Privatpersonen,1987,19. Döbling ,176231.6,192.38,54,13832651.46284,19
Privatpersonen,1987,2. Leopoldstadt ,76306.48,152.15,19,2063920.753,2
Privatpersonen,1987,20. Brigittenau ,78486.66,135.01,12,1005065.39,20
Privatpersonen,1987,21. Floridsdorf ,35609.69,61.09,68,3179866.482,21
Privatpersonen,1987,22. Donaustadt ,40638.65,62.59,147,7920715.475,22
Privatpersonen,1987,23. Liesing ,71582.74,92.28,122,12421956.0321,23
Privatpersonen,1987,3. Landstraße ,145345.65,295.18,22,4552308.29,3
Privatpersonen,1987,4. Wieden ,188949.4,421.71,8,1975929.06,4
Privatpersonen,1987,5. Margareten ,92948.55,197.84,31,3925924.66,5
Privatpersonen,1987,6. Mariahilf ,130811.1,193.71,17,5215482.97,6
Privatpersonen,1987,7. Neubau ,76848.25,124.75,15,1917252.81,7
Privatpersonen,1987,8. Josefstadt ,188949.35,403.72,10,1751491.09,8
Privatpersonen,1987,9. Alsergrund ,117366.6,350.61,13,2275399.69,9
Privatpersonen,1988,1. Innere Stadt ,1235438,1317.54,5,5345086.23,1
Privatpersonen,1988,10. Favoriten ,58138.27,119.34,66,7564236.998,10
Privatpersonen,1988,11. Simmering ,50870.98,85.5,57,6406364.4392,11
Privatpersonen,1988,12. Meidling ,87207.4,140.75,31,4102659.373,12
Privatpersonen,1988,13. Hietzing ,109009.3,198.45,58,9331809.8,13
Privatpersonen,1988,14. Penzing ,70310.97,122.91,136,13349249.487,14
Privatpersonen,1988,15. Rudolfsheim-Fünfhaus ,141712,252.46,31,5601232.3,15
Privatpersonen,1988,16. Ottakring ,101742,198.71,64,7420228.1016,16
Privatpersonen,1988,17. Hernals ,87207.4,163.43,66,8274714.223,17
Privatpersonen,1988,18. Währing ,159880.2,339.59,61,13468808.465,18
Privatpersonen,1988,19. Döbling ,167147.5,218.02,101,40080286.222,19
Privatpersonen,1988,2. Leopoldstadt ,147162.5,329.22,39,7211286.17,2
Privatpersonen,1988,20. Brigittenau ,69039.2,123.44,44,4087646.3359,20
Privatpersonen,1988,21. Floridsdorf ,32621.02,62.14,101,9146655.13568,21
Privatpersonen,1988,22. Donaustadt ,36336.42,55.73,302,16464246.4802,22
Privatpersonen,1988,23. Liesing ,89967.95,134.86,161,21858979.7288,23
Privatpersonen,1988,3. Landstraße ,185319.05,292.77,26,5251401.26,3
Privatpersonen,1988,4. Wieden ,271796.4,651.88,11,3611113.3,4
Privatpersonen,1988,5. Margareten ,119910.15,175.99,36,5375926.693,5
Privatpersonen,1988,6. Mariahilf ,138078.4,254.1,31,7760512.86,6
Privatpersonen,1988,7. Neubau ,161333.7,226.16,21,4975981.724,7
Privatpersonen,1988,8. Josefstadt ,207117.6,424.39,16,6564306.85,8
Privatpersonen,1988,9. Alsergrund ,408784.7,538.16,18,9650448.51,9
Privatpersonen,1989,1. Innere Stadt ,1765950,2072.71,3,4578389,1
Privatpersonen,1989,10. Favoriten ,96291.51,156.6,60,9119662.38,10
Privatpersonen,1989,11. Simmering ,53959.58,96.51,38,3426442.701,11
Privatpersonen,1989,12. Meidling ,141712.05,343.36,22,3736386.46,12
Privatpersonen,1989,13. Hietzing ,152613,251.84,41,8171614.4799999995,13
Privatpersonen,1989,14. Penzing ,98108.33,153.53,111,14403157.591,14
Privatpersonen,1989,15. Rudolfsheim-Fünfhaus ,145345.7,291.34,39,9732065.66,15
Privatpersonen,1989,16. Ottakring ,145345.7,246.35,45,6824502.12,16
Privatpersonen,1989,17. Hernals ,109917.7,207.96,70,10403821.47,17
Privatpersonen,1989,18. Währing ,247087.65,433.77,36,16719221.97,18
Privatpersonen,1989,19. Döbling ,192583,254.69,93,23061684.044,19
Privatpersonen,1989,2. Leopoldstadt ,188949.4,345.83,27,15704954.68,2
Privatpersonen,1989,20. Brigittenau ,98108.33,227.71,35,4468723.628,20
Privatpersonen,1989,21. Floridsdorf ,43603.7,72.67,73,4498725.146,21
Privatpersonen,1989,22. Donaustadt ,38153.24,57.34,313,18294031.155,22
Privatpersonen,1989,23. Liesing ,87207.4,112.6,136,15937490.1956,23
Privatpersonen,1989,3. Landstraße ,178048.45,461.59,22,4279993.89,3
Privatpersonen,1989,4. Wieden ,236186.7,392.83,7,1870060.41,4
Privatpersonen,1989,5. Margareten ,174414.8,286.68,25,5954316.5,5
Privatpersonen,1989,6. Mariahilf ,159880.2,456.13,14,4283924.42,6
Privatpersonen,1989,7. Neubau ,196216.65,441.25,10,5485709.2,7
Privatpersonen,1989,8. Josefstadt ,203483.9,1178.48,5,2223716,8
Privatpersonen,1989,9. Alsergrund ,314310,791.35,18,7180075.9799999995,9
Privatpersonen,1990,1. Innere Stadt ,872937.25,1209.06,2,1745874.5,1
Privatpersonen,1990,10. Favoriten ,109009.3,156.2,61,8857002.553,10
Privatpersonen,1990,11. Simmering ,64241.33,104.51,41,5461562.4742,11
Privatpersonen,1990,12. Meidling ,232553.1,488.1,19,4912562.38,12
Privatpersonen,1990,13. Hietzing ,148979.3,285.55,49,10261746.19,13
Privatpersonen,1990,14. Penzing ,87207.4,158.49,131,18971357.435,14
Privatpersonen,1990,15. Rudolfsheim-Fünfhaus ,218018.5,468.66,41,11840361.59,15
Privatpersonen,1990,16. Ottakring ,174414.8,347,64,12910658.6747,16
Privatpersonen,1990,17. Hernals ,116276.5,281.29,82,14747265.665000001,17
Privatpersonen,1990,18. Währing ,218018.5,443.13,35,12521709.688,18
Privatpersonen,1990,19. Döbling ,116276.5,191.24,85,35795886.982,19
Privatpersonen,1990,2. Leopoldstadt ,218018.5,485.01,28,8271498.86,2
Privatpersonen,1990,20. Brigittenau ,87207.4,190.74,27,4451802.538,20
Privatpersonen,1990,21. Floridsdorf ,64678.82,81.8,73,6836660.0139999995,21
Privatpersonen,1990,22. Donaustadt ,42150.24,66.2,305,21561248.81,22
Privatpersonen,1990,23. Liesing ,110079.35,166.31,144,25652377.084,23
Privatpersonen,1990,3. Landstraße ,317943.65,679.19,36,14207757.85,3
Privatpersonen,1990,4. Wieden ,374265.1,1038.98,6,2793834.4,4
Privatpersonen,1990,5. Margareten ,218018.5,574.18,19,5741517.83,5
Privatpersonen,1990,6. Mariahilf ,290691.35,680.83,10,3430521.26,6
Privatpersonen,1990,7. Neubau ,392433.3,654.06,17,11389654.04,7
Privatpersonen,1990,8. Josefstadt ,578867.9,1053.76,14,7900379,8
Privatpersonen,1990,9. Alsergrund ,784866.6,1308.11,7,4861812.92,9
Privatpersonen,1991,1. Innere Stadt ,1471625.15,3043.57,4,18458905.2,1
Privatpersonen,1991,10. Favoriten ,145345.7,185.86,45,8934246.7373,10
Privatpersonen,1991,11. Simmering ,60571.36,102.22,43,5943925.83,11
Privatpersonen,1991,12. Meidling ,218018.5,401.51,15,3130956.57,12
Privatpersonen,1991,13. Hietzing ,181682.1,342.92,43,10755637.73,13
Privatpersonen,1991,14. Penzing ,109009.3,186.91,101,14926198.448,14
Privatpersonen,1991,15. Rudolfsheim-Fünfhaus ,276156.8,488.83,21,6021222.22,15
Privatpersonen,1991,16. Ottakring ,188949.4,358.25,43,9703858.909,16
Privatpersonen,1991,17. Hernals ,109009.3,265.16,39,6220947.921,17
Privatpersonen,1991,18. Währing ,363364.2,639.91,27,10205397.58,18
Privatpersonen,1991,19. Döbling ,208516.5,255.25,60,20502847.559,19
Privatpersonen,1991,2. Leopoldstadt ,319760.45,482.91,8,3214607.49,2
Privatpersonen,1991,20. Brigittenau ,130811.1,321.88,21,3990664.002,20
Privatpersonen,1991,21. Floridsdorf ,50017.07,94.78,64,5390112.352,21
Privatpersonen,1991,22. Donaustadt ,60754.49,88.3,302,25476589.07861,22
Privatpersonen,1991,23. Liesing ,116276.5,195.07,112,18834392.4127,23
Privatpersonen,1991,3. Landstraße ,290691.3,750.62,15,7126733.4,3
Privatpersonen,1991,4. Wieden ,1370725,1150.29,5,6231199.8,4
Privatpersonen,1991,5. Margareten ,311185.1,707.4,13,5392106.1,5
Privatpersonen,1991,6. Mariahilf ,279790.4,478.08,6,2013037.44,6
Privatpersonen,1991,7. Neubau ,465106.1,1032.65,11,9430027.6,7
Privatpersonen,1991,8. Josefstadt ,566848.1,1111.47,5,2741582.6,8
Privatpersonen,1991,9. Alsergrund ,554130.4,1319.99,18,13466276.18,9
Privatpersonen,1992,1. Innere Stadt ,2979586,2985.56,1,2979586,1
Privatpersonen,1992,10. Favoriten ,101742,194.31,45,7983947.2972,10
Privatpersonen,1992,11. Simmering ,94474.69,116.28,43,8258684.9333,11
Privatpersonen,1992,12. Meidling ,290691.3,539.43,13,4063204.25,12
Privatpersonen,1992,13. Hietzing ,254354.9,373.67,41,12937448.35,13
Privatpersonen,1992,14. Penzing ,145345.7,271.79,92,18851633.93755,14
Privatpersonen,1992,15. Rudolfsheim-Fünfhaus ,244035.4,357.41,17,4863930.5,15
Privatpersonen,1992,16. Ottakring ,230881.6,442.28,25,5909643.1,16
Privatpersonen,1992,17. Hernals ,145345.7,335.23,35,7354040.39327,17
Privatpersonen,1992,18. Währing ,363364.2,594.35,21,10126959.842,18
Privatpersonen,1992,19. Döbling ,245270.8,227.28,66,25996437.219,19
Privatpersonen,1992,2. Leopoldstadt ,294325,480.16,9,2514843.71,2
Privatpersonen,1992,20. Brigittenau ,130811.1,182.69,28,5757794.947,20
Privatpersonen,1992,21. Floridsdorf ,90841.04,123.54,67,8357199.8552,21
Privatpersonen,1992,22. Donaustadt ,71946.11,101.74,242,26238365.802,22
Privatpersonen,1992,23. Liesing ,122095.6,199.51,108,45857230.201,23
Privatpersonen,1992,3. Landstraße ,436037,1211.21,17,10722466.43,3
Privatpersonen,1992,4. Wieden ,571571.85,1093.94,4,1775397.4200000002,4
Privatpersonen,1992,5. Margareten ,363364.2,690.33,8,3212139.3,5
Privatpersonen,1992,6. Mariahilf ,993051.8,1614.72,5,4442042.7,6
Privatpersonen,1992,7. Neubau ,726728.3,1095.57,7,4940298.95,7
Privatpersonen,1992,8. Josefstadt ,549043.25,1156.78,6,3136559.6,8
Privatpersonen,1992,9. Alsergrund ,508709.8,1538.33,7,4422142.2,9
Privatpersonen,1993,1. Innere Stadt ,428769.75,1808.03,2,857539.5,1
Privatpersonen,1993,10. Favoriten ,153989.7,239.72,42,8681458.574000001,10
Privatpersonen,1993,11. Simmering ,105375.6,163.51,49,8345493.574,11
Privatpersonen,1993,12. Meidling ,159880.2,341.11,11,2260125.2,12
Privatpersonen,1993,13. Hietzing ,239820.35,408.78,36,10603185.0027,13
Privatpersonen,1993,14. Penzing ,142377.5,254.35,77,15438595.909,14
Privatpersonen,1993,15. Rudolfsheim-Fünfhaus ,327027.8,630.11,7,2949572.09,15
Privatpersonen,1993,16. Ottakring ,152613,353.18,19,3748961.4559,16
Privatpersonen,1993,17. Hernals ,70492.65,232.55,27,4648868.6152,17
Privatpersonen,1993,18. Währing ,494175.25,717.67,34,119172546.32,18
Privatpersonen,1993,19. Döbling ,363364.2,436.04,51,20426928.147,19
Privatpersonen,1993,2. Leopoldstadt ,356096.9,654.06,5,2499946,2
Privatpersonen,1993,20. Brigittenau ,50144.26,108.45,20,1858743.931,20
Privatpersonen,1993,21. Floridsdorf ,61154.19,130.81,61,6223968.35305,21
Privatpersonen,1993,22. Donaustadt ,77789,128.46,239,28769028.6011,22
Privatpersonen,1993,23. Liesing ,165330.7,227.78,96,23893347.377,23
Privatpersonen,1993,3. Landstraße ,348829.6,856.09,19,7730216.7299999995,3
Privatpersonen,1993,4. Wieden ,452649.05,899.77,4,2280995.2,4
Privatpersonen,1993,5. Margareten ,314310,648.89,8,2526625.5,5
Privatpersonen,1993,6. Mariahilf ,239820.4,799.94,5,6318903,6
Privatpersonen,1993,7. Neubau ,272523.1,522.07,7,3047043,7
Privatpersonen,1993,8. Josefstadt ,814298.95,1909.9,8,8933623.7,8
Privatpersonen,1993,9. Alsergrund ,654055.5,1207.83,9,14819444.7,9
Privatpersonen,1994,1. Innere Stadt ,2906913,6184.92,3,8539057.6,1
Privatpersonen,1994,10. Favoriten ,138078.4,224.7,42,8613742.167,10
Privatpersonen,1994,11. Simmering ,87207.4,159.88,35,10985980.6363,11
Privatpersonen,1994,12. Meidling ,218018.5,361.82,30,10121218.56,12
Privatpersonen,1994,13. Hietzing ,283424.05,491.79,40,15298344.61,13
Privatpersonen,1994,14. Penzing ,179778.4,326.07,78,15610525.82334,14
Privatpersonen,1994,15. Rudolfsheim-Fünfhaus ,196216.65,355.51,20,4223063.87,15
Privatpersonen,1994,16. Ottakring ,218018.5,429.32,18,4097229.06,16
Privatpersonen,1994,17. Hernals ,138441.75,360.73,30,6184539.2887,17
Privatpersonen,1994,18. Währing ,472373.4,609.66,18,10206899.52,18
Privatpersonen,1994,19. Döbling ,363364.2,568.87,41,32812527.156,19
Privatpersonen,1994,2. Leopoldstadt ,290691.3,668.28,18,6974044.023,2
Privatpersonen,1994,20. Brigittenau ,166057.4,434.16,14,3341796.66,20
Privatpersonen,1994,21. Floridsdorf ,80259.88,142.35,84,16761380.9558,21
Privatpersonen,1994,22. Donaustadt ,98108.33,159.88,207,27933356.144,22
Privatpersonen,1994,23. Liesing ,211565.15,284.07,102,31607863.284,23
Privatpersonen,1994,3. Landstraße ,385166,818.85,19,12105727.3,3
Privatpersonen,1994,4. Wieden ,483274.35,1343.54,2,966548.7,4
Privatpersonen,1994,5. Margareten ,334295,746.84,15,7724992.44,5
Privatpersonen,1994,6. Mariahilf ,755797.45,1270.7,4,4182322.1,6
Privatpersonen,1994,7. Neubau ,575932.25,904.96,8,5491958.91,7
Privatpersonen,1994,8. Josefstadt ,403334.25,861.24,8,3221950.58,8
Privatpersonen,1994,9. Alsergrund ,356096.9,810.58,7,3022826.3,9
Privatpersonen,1995,1. Innere Stadt ,1671475,4866.49,5,18495236.5,1
Privatpersonen,1995,10. Favoriten ,174196.8,293.18,25,6643242.03,10
Privatpersonen,1995,11. Simmering ,138078.4,218.13,35,5849721.332,11
Privatpersonen,1995,12. Meidling ,228192.7,441.33,33,8079518.523,12
Privatpersonen,1995,13. Hietzing ,279790.4,561.07,46,17943486.687,13
Privatpersonen,1995,14. Penzing ,200577,343.44,81,18753755.299,14
Privatpersonen,1995,15. Rudolfsheim-Fünfhaus ,287057.7,436.04,17,4181503.69,15
Privatpersonen,1995,16. Ottakring ,244555.7,487.27,29,7600490.218,16
Privatpersonen,1995,17. Hernals ,105375.6,304.6,44,7862959.1235,17
Privatpersonen,1995,18. Währing ,428769.7,872.07,23,14907207.91,18
Privatpersonen,1995,19. Döbling ,327027.8,399.47,69,30403280.777,19
Privatpersonen,1995,2. Leopoldstadt ,345196,682.64,16,8258935.100000001,2
Privatpersonen,1995,20. Brigittenau ,224159.35,477.55,14,3335247.07,20
Privatpersonen,1995,21. Floridsdorf ,119910.15,189.36,74,14779686.818,21
Privatpersonen,1995,22. Donaustadt ,109009.3,175.72,216,28881282.0856,22
Privatpersonen,1995,23. Liesing ,188949.4,287.84,97,27659558.795,23
Privatpersonen,1995,3. Landstraße ,370631.5,658.67,11,5407705.5,3
Privatpersonen,1995,4. Wieden ,566848.1,1164.1,5,5603136.9,4
Privatpersonen,1995,5. Margareten ,221652.1,574.94,15,3670196.36,5
Privatpersonen,1995,6. Mariahilf ,474190.25,830.22,8,4118162.278,6
Privatpersonen,1995,7. Neubau ,390616.5,922.9,10,11808610.1,7
Privatpersonen,1995,8. Josefstadt ,581382.65,1784.25,6,4377084.6,8
Privatpersonen,1995,9. Alsergrund ,303409.1,745.42,8,2845141.5,9
Privatpersonen,1996,1. Innere Stadt ,2344426,3810.03,3,7831226,1
Privatpersonen,1996,10. Favoriten ,171871.25,287.08,38,8900050.27,10
Privatpersonen,1996,11. Simmering ,101742,167.21,31,4712522.7,11
Privatpersonen,1996,12. Meidling ,192583,495.91,27,6628744.88,12
Privatpersonen,1996,13. Hietzing ,268889.5,510.26,43,18884410.427,13
Privatpersonen,1996,14. Penzing ,181682.1,343.54,80,17006895.48,14
Privatpersonen,1996,15. Rudolfsheim-Fünfhaus ,254354.9,479.91,25,10915823.05,15
Privatpersonen,1996,16. Ottakring ,279790.4,484.92,25,7297787.053,16
Privatpersonen,1996,17. Hernals ,167147.5,387.59,49,11572739.58,17
Privatpersonen,1996,18. Währing ,363364.2,655.98,33,10514047.741,18
Privatpersonen,1996,19. Döbling ,212800.6,413.68,66,22815594.564,19
Privatpersonen,1996,2. Leopoldstadt ,446937.95,708.46,16,7277686.36,2
Privatpersonen,1996,20. Brigittenau ,203483.9,433.87,9,2908366.82,20
Privatpersonen,1996,21. Floridsdorf ,134444.8,212.4,55,7270066.2299999995,21
Privatpersonen,1996,22. Donaustadt ,109009.3,180.55,205,26366821.585500002,22
Privatpersonen,1996,23. Liesing ,188949.4,328.09,103,24942517.464,23
Privatpersonen,1996,3. Landstraße ,545118.9,1010.23,18,16123704.7,3
Privatpersonen,1996,4. Wieden ,686758.3,1335.61,3,4305865.6,4
Privatpersonen,1996,5. Margareten ,341562.3,703.07,12,6023851.67,5
Privatpersonen,1996,6. Mariahilf ,406967.9,1124.27,7,3917066.1,6
Privatpersonen,1996,7. Neubau ,468739.75,1125.57,4,1700544.3,7
Privatpersonen,1996,8. Josefstadt ,363364.15,1046.31,2,726728.3,8
Privatpersonen,1996,9. Alsergrund ,299775.4,866.37,12,5302209.78,9
Privatpersonen,1997,1. Innere Stadt ,1707812,5088.19,3,9092098.7,1
Privatpersonen,1997,10. Favoriten ,119910.2,251.2,51,12006114.585,10
Privatpersonen,1997,11. Simmering ,87207.4,159.88,33,3757828.661,11
Privatpersonen,1997,12. Meidling ,199850.3,370.09,31,7117984.866,12
Privatpersonen,1997,13. Hietzing ,254354.9,464.58,51,16676169.532,13
Privatpersonen,1997,14. Penzing ,174414.8,299.48,59,13274452.718,14
Privatpersonen,1997,15. Rudolfsheim-Fünfhaus ,212931.4,427.49,15,3765979.2399999998,15
Privatpersonen,1997,16. Ottakring ,254354.9,450.67,34,10068296.8,16
Privatpersonen,1997,17. Hernals ,174414.8,386.43,63,13216371.4747,17
Privatpersonen,1997,18. Währing ,341562.3,595.96,32,13157271.22,18
Privatpersonen,1997,19. Döbling ,501805.9,543.2,52,31220169.9613,19
Privatpersonen,1997,2. Leopoldstadt ,385166,797.14,9,3074493.9,2
Privatpersonen,1997,20. Brigittenau ,334295.05,627.35,10,3256833.02,20
Privatpersonen,1997,21. Floridsdorf ,127177.5,218.02,95,12340337.47877,21
Privatpersonen,1997,22. Donaustadt ,101742,177.87,205,33426803.5888,22
Privatpersonen,1997,23. Liesing ,208571,314.47,109,33605186.5923,23
Privatpersonen,1997,3. Landstraße ,348829.6,753.23,17,11055355.4,3
Privatpersonen,1997,4. Wieden ,1115528,1396.16,3,3926876.9,4
Privatpersonen,1997,5. Margareten ,363364.2,623.45,12,4611091.5,5
Privatpersonen,1997,6. Mariahilf ,404424.3,944.92,5,2155839.7199999997,6
Privatpersonen,1997,7. Neubau ,389526.4,720.3,11,6528418.8,7
Privatpersonen,1997,8. Josefstadt ,272523.15,649.14,6,1776705.6,8
Privatpersonen,1997,9. Alsergrund ,290691.3,517.24,5,1973067.5,9
Privatpersonen,1998,1. Innere Stadt ,2470876.5,6133.47,2,4941753,1
Privatpersonen,1998,10. Favoriten ,210751.2,377.99,34,6907865.4,10
Privatpersonen,1998,11. Simmering ,138078.4,169.31,18,3129086.7333,11
Privatpersonen,1998,12. Meidling ,181682.1,455.09,17,6405238.7827,12
Privatpersonen,1998,13. Hietzing ,290691.3,492.01,40,12871521.86,13
Privatpersonen,1998,14. Penzing ,203483.9,362.07,67,14256276.715499999,14
Privatpersonen,1998,15. Rudolfsheim-Fünfhaus ,254354.9,498.38,20,7339955.8,15
Privatpersonen,1998,16. Ottakring ,256400,495.58,34,9454094.58,16
Privatpersonen,1998,17. Hernals ,218018.5,467.7,35,9299724.632,17
